SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,PredictedChurnProb,PredictedChurn,PredictedChurnLabel,RevenueAtRisk,ActualChurn,CorrectPrediction,Contract,InternetService,PaymentMethod,ChurnRiskBucket,ChurnRiskOrder
0,0,0,70,1,1,1,1,1,0,1,1,0,84.7,5991.05,0.03121216640900068,0,No,2.64,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
0,1,1,1,1,0,0,0,0,0,0,1,0,80.0,80.0,0.8397437050324277,1,Yes,67.18,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,8,1,0,0,0,0,0,0,0,0,20.85,161.65,0.05920047432716187,0,No,1.23,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,1,0,0,0,0,0,0,0,0,0,25.35,25.35,0.6868829385223553,1,Yes,17.41,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,1,0,10,1,0,0,0,1,0,1,1,1,67.8,653.15,0.3802868784811917,0,No,25.78,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,17,1,0,0,1,1,0,1,1,1,101.8,1752.45,0.7318834226756473,1,Yes,74.51,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,8,1,0,0,0,0,0,0,0,0,19.65,169.75,0.18170307630115792,0,No,3.57,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,6,1,0,1,0,1,1,1,1,1,80.25,493.4,0.11711531974149357,0,No,9.4,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
0,1,0,46,0,0,1,0,1,1,0,0,0,40.4,1842.7,0.060752278486676074,0,No,2.45,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,37,1,1,1,0,0,0,1,0,1,91.15,3369.25,0.5584062598201114,0,No,50.9,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,72,1,0,0,0,0,0,0,0,1,19.8,1414.65,0.002567126012217645,0,No,0.05,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,8,1,0,1,0,0,0,1,0,1,60.0,487.75,0.48499279401757917,0,No,29.1,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,66,1,1,1,1,1,1,1,1,1,114.3,7383.7,0.3930913757256601,0,No,44.93,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,6,1,0,0,0,0,0,0,0,0,19.5,106.8,0.24538350354604457,0,No,4.78,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,19,0,0,0,1,0,0,0,1,1,39.7,710.05,0.5003313734009246,0,No,19.86,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,0.12187107573338954,0,No,7.3,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,24,1,0,0,0,0,0,0,0,0,20.75,487.05,0.009506443840108295,0,No,0.2,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,1,12,1,0,0,0,0,0,0,0,0,19.0,233.55,0.09001471399628032,0,No,1.71,1,Wrong,One Year,No,Mailed Check,Low Risk,0
0,1,0,6,1,0,0,0,0,0,0,0,0,45.65,323.45,0.4425278680058463,0,No,20.2,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,1,1,55,1,0,0,0,0,0,0,0,1,69.05,3842.6,0.06380841949636973,0,No,4.41,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,1,16,1,1,0,0,0,1,0,0,1,79.5,1264.2,0.3046136041142636,0,No,24.22,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,63,1,1,0,0,0,0,0,0,0,25.25,1559.3,0.0051396319080639526,0,No,0.13,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,56,1,0,0,1,0,1,1,1,1,75.75,4284.65,0.12027880244023299,0,No,9.11,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,22,1,0,0,1,0,0,1,1,1,69.5,1498.2,0.2611604835861996,0,No,18.15,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,13,1,0,0,0,0,0,0,0,0,43.8,592.65,0.2763113470262597,0,No,12.1,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,0,67,1,1,0,1,1,1,1,1,1,109.7,7344.45,0.3873500123570565,0,No,42.49,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,19,1,1,0,0,0,1,0,1,1,89.35,1686.85,0.2971957325201828,0,No,26.55,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,15,1,0,0,1,0,0,0,0,1,75.3,1147.45,0.6599635816223084,1,Yes,49.7,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,4,1,1,0,1,0,0,0,0,1,80.3,324.2,0.828413093951415,1,Yes,66.52,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,1,4,1,1,0,1,0,0,1,0,0,89.6,365.65,0.7350096135321804,1,Yes,65.86,1,Correct,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,0,26,1,0,1,0,1,1,0,0,1,87.15,2274.1,0.1347412763734266,0,No,11.74,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,48,1,1,1,1,1,0,1,1,1,111.45,5315.1,0.455012384482169,0,No,50.71,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,69,1,1,0,1,1,0,0,0,1,85.4,5869.4,0.43807114300003247,0,No,37.41,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,66,1,0,0,0,0,0,0,0,0,19.7,1253.8,0.01777054361894599,0,No,0.35,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,0,67,1,0,1,1,0,1,0,1,1,69.2,4671.65,0.02637166377520848,0,No,1.82,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,0,0,0,1,0,0,1,52.2,52.2,0.6708256609708196,1,Yes,35.02,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,1,0,7,1,1,0,0,0,0,0,0,1,75.4,533.05,0.8233185860384515,1,Yes,62.08,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,33,1,1,0,1,1,0,0,0,1,83.85,2716.3,0.5854563586212344,1,Yes,49.09,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,22,1,0,0,1,0,0,1,1,1,93.2,2157.3,0.643050186746756,1,Yes,59.93,0,Wrong,One Year,Fiber optic,Mailed Check,Medium Risk,1
1,1,0,66,1,1,0,1,1,0,1,1,1,80.55,5265.1,0.08259819200892593,0,No,6.65,1,Wrong,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,68,1,1,1,1,1,1,1,1,1,117.2,8035.95,0.4621300254714047,0,No,54.16,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,1,0,49,1,0,0,1,0,0,0,0,0,49.8,2398.4,0.06546602197245799,0,No,3.26,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,1,1,1,0,0,0,0,1,0,1,84.6,84.6,0.9432446822846292,1,Yes,79.8,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,35,1,1,0,1,0,0,1,0,1,89.65,3161.6,0.4640771129060781,0,No,41.6,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,71,1,0,0,0,0,0,0,0,0,19.9,1397.3,0.0,0,No,0.0,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,30,1,0,1,1,0,1,1,0,0,70.4,2044.75,0.08153653088843642,0,No,5.74,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,10,0,0,1,1,1,1,0,1,0,53.7,521.0,0.06494694461135009,0,No,3.49,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,46,1,1,0,0,0,0,1,1,0,96.05,4399.5,0.5064832107882798,0,No,48.65,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,1,1,0,0,0,0,0,0,0,0,45.3,45.3,0.7591057167336968,1,Yes,34.39,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,1,0,44,1,1,1,0,1,0,0,0,1,84.8,3626.35,0.3850353624243595,0,No,32.65,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,6,1,0,0,0,0,0,0,0,0,19.7,94.45,0.0987755626324658,0,No,1.95,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,0,4,1,0,0,0,0,0,0,0,0,19.6,93.45,0.3207033159443302,0,No,6.29,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,21,1,1,0,1,0,0,1,1,1,99.85,1992.55,0.7003679107745125,1,Yes,69.93,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,0,0,1,1,0,0,0,1,0,0,0,0,75.3,75.3,0.8123925036214064,1,Yes,61.17,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,12,1,0,0,0,1,0,1,0,1,58.35,740.55,0.2963555249071194,0,No,17.29,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,40,1,0,0,0,0,0,0,0,0,20.15,777.35,0.01728433572224531,0,No,0.35,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,1,1,1,1,0,0,0,0,0,0,0,24.0,24.0,0.30304470028194175,0,No,7.27,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,0,68.65,68.65,0.8762491334006971,1,Yes,60.15,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,1,1,1,0,1,0,0,0,0,0,54.3,54.3,0.7220399163459713,1,Yes,39.21,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,0.7174817761280876,1,Yes,14.28,0,Wrong,One Year,No,Mailed Check,High Risk,2
0,0,0,12,1,0,0,0,0,0,0,0,0,19.7,260.9,0.04523577395544207,0,No,0.89,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,10,0,0,1,0,0,0,0,0,0,29.75,301.9,0.4392995595044569,0,No,13.07,0,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,0,0,1,1,0,0,1,0,0,0,0,1,50.75,50.75,0.751964398318287,1,Yes,38.16,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,33,1,0,0,0,0,0,0,0,1,19.45,600.25,0.022491084909959283,0,No,0.44,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,3,1,0,0,1,0,0,1,1,0,95.4,293.15,0.8042805050355714,1,Yes,76.73,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,1,1,0,0,0,0,0,0,0,1,21.0,21.0,0.4971950408105099,0,No,10.44,1,Wrong,One Year,No,Electronic Check,Medium Risk,1
1,0,0,3,0,0,0,0,1,0,0,1,1,41.15,132.2,0.8656293620440181,1,Yes,35.62,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,40,1,0,0,0,1,0,1,0,1,85.05,3355.65,0.5388916596329046,0,No,45.83,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,3,1,0,0,0,0,0,0,0,0,44.75,148.05,0.7113472516424052,1,Yes,31.83,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,0.35180985262461356,0,No,22.69,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,17,1,0,0,0,1,0,0,0,1,76.65,1313.55,0.6131790393800232,1,Yes,47.0,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,32,1,0,1,1,0,0,0,1,1,90.8,3023.85,0.2735569382585263,0,No,24.84,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
1,0,0,4,1,0,0,1,1,0,1,1,1,99.8,442.85,0.7517835604329401,1,Yes,75.03,1,Correct,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,1,45,1,0,0,0,0,0,0,0,0,19.2,903.7,0.004174063723176593,0,No,0.08,0,Correct,Two Year,No,Electronic Check,Low Risk,0
0,0,0,6,1,0,0,0,0,0,0,0,1,69.25,418.4,0.578834496356734,1,Yes,40.08,1,Correct,One Year,Fiber optic,Mailed Check,Medium Risk,1
0,1,0,17,1,0,1,1,0,0,0,1,0,64.8,1175.6,0.13150839877133907,0,No,8.52,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,16,1,1,0,0,0,0,0,0,1,74.75,1129.35,0.6708722587247723,1,Yes,50.15,0,Wrong,One Year,Fiber optic,Credit Card (Auto),High Risk,2
0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,0.4420170915419097,0,No,42.77,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,0.9219679657743372,1,Yes,64.45,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,10,1,1,0,0,0,0,0,0,1,24.4,253.9,0.13087172675096115,0,No,3.19,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,1,6,1,0,1,1,0,0,0,0,0,55.9,365.35,0.1967983611865618,0,No,11.0,1,Wrong,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,1,0,47,1,1,0,0,1,0,1,1,0,99.7,4747.2,0.5965922770528767,1,Yes,59.48,0,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,36,1,0,0,0,0,0,0,0,1,19.25,679.8,0.028303422273236366,0,No,0.54,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,35,1,1,1,1,0,0,0,0,1,59.45,2136.9,0.18853357315877017,0,No,11.21,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,7,1,0,0,0,1,0,0,0,1,75.15,525.0,0.7932216399529017,1,Yes,59.61,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,62,1,1,1,0,0,0,1,1,1,101.15,6638.35,0.22139898170827976,0,No,22.39,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,64,1,1,0,1,0,1,1,1,1,105.4,6794.75,0.1898327960983158,0,No,20.01,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,59,1,0,0,0,0,0,0,0,0,19.3,1192.7,0.0034465654598251068,0,No,0.07,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,0,2,1,0,1,0,0,0,0,0,1,74.4,139.4,0.6667495735762995,1,Yes,49.61,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,66,0,0,0,0,1,1,1,1,0,54.65,3632.0,0.03598689051259135,0,No,1.97,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,21,1,1,1,1,0,1,1,0,0,77.5,1625.0,0.08398207575576716,0,No,6.51,1,Wrong,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,47,1,1,0,1,1,0,1,1,1,106.35,4849.1,0.7218857931661152,1,Yes,76.77,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,28,1,1,0,1,1,0,1,0,0,96.6,2684.35,0.4154058943263969,0,No,40.13,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,1,68,1,1,0,0,0,0,0,0,0,25.75,1686.15,0.0015308723671610444,0,No,0.04,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,0,0,16,1,1,0,0,0,1,0,1,1,89.05,1448.6,0.5800713361520617,1,Yes,51.66,1,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,72,1,0,0,0,0,0,0,0,1,19.8,1468.75,0.0007888865453256915,0,No,0.02,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,11,1,0,0,1,0,0,0,0,1,75.9,866.4,0.6772470840911139,1,Yes,51.4,0,Wrong,One Year,Fiber optic,Mailed Check,High Risk,2
0,0,0,48,1,1,0,1,1,0,1,1,1,108.1,5067.45,0.43659351718515743,0,No,47.2,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,9,1,0,0,0,0,0,0,0,1,20.15,163.7,0.06376072260423092,0,No,1.28,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,0,0,46,1,1,0,1,1,1,1,1,0,108.65,4903.2,0.31681831698003987,0,No,34.42,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,67,0,0,1,0,0,1,0,0,0,35.7,2545.7,0.019296631917234318,0,No,0.69,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,11,1,0,0,0,0,0,0,0,1,20.45,237.3,0.1203300708132116,0,No,2.46,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,0,0,34,1,1,1,1,0,1,0,0,1,64.4,2088.75,0.0980442995950914,0,No,6.31,1,Wrong,One Year,Fiber optic,Mailed Check,Low Risk,0
0,1,0,51,1,0,1,1,1,0,1,0,1,93.5,4619.55,0.41284211622182304,0,No,38.6,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,72,1,1,1,1,1,1,1,1,0,114.45,8375.05,0.004935136571170887,0,No,0.56,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,59,1,0,0,1,1,1,1,1,0,76.75,4541.9,0.10577292625003948,0,No,8.12,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,70,1,0,0,0,0,0,0,0,1,19.2,1401.4,0.01,0,No,0.19,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,1,61,1,1,0,1,0,0,1,1,1,99.15,6010.05,0.6177870499310374,1,Yes,61.25,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,0,3,1,1,0,0,0,0,1,1,0,94.9,273.2,0.859235060102425,1,Yes,81.54,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0.4887142074317524,0,No,9.55,0,Correct,One Year,No,Mailed Check,Medium Risk,1
0,1,1,62,1,1,0,1,1,1,1,1,1,110.8,6840.95,0.28113884406072664,0,No,31.15,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,11,1,1,0,0,0,0,0,0,0,25.2,245.15,0.16682782166295188,0,No,4.2,0,Correct,One Year,No,Electronic Check,Low Risk,0
0,1,1,67,1,1,0,1,1,0,1,1,1,105.4,6989.45,0.4727979428911716,0,No,49.83,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,67,1,1,0,0,0,0,0,0,0,24.65,1620.45,0.002625632189826392,0,No,0.06,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,0,68,1,1,0,0,0,0,0,0,0,25.05,1629.2,0.0070513830687725055,0,No,0.18,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,0,0,22,1,1,0,0,0,0,0,0,1,24.85,493.4,0.252971783331851,0,No,6.29,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
1,0,0,4,1,0,0,0,0,0,0,0,0,69.35,261.65,0.713555239419495,1,Yes,49.49,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,33,1,1,0,0,1,1,0,1,1,95.0,3008.15,0.4091151989807777,0,No,38.87,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,1,0,72,1,1,1,1,0,1,1,1,1,86.4,6058.95,0.010438838621728772,0,No,0.9,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,34,1,1,0,0,0,0,0,0,0,24.95,894.3,0.0371760511674709,0,No,0.93,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
0,1,1,56,1,1,1,0,0,0,1,0,0,65.2,3512.15,0.07294471834345288,0,No,4.76,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,25,0,0,0,0,1,1,1,1,0,54.2,1423.15,0.09519069460671575,0,No,5.16,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,23,1,1,1,0,0,0,0,0,0,81.85,1810.85,0.16905108121892742,0,No,13.84,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,42,1,1,1,1,0,0,1,0,1,69.4,3058.3,0.14615435564876791,0,No,10.14,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,49,1,0,0,0,1,1,1,1,1,74.45,3721.9,0.02327562983003869,0,No,1.73,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,30,1,0,0,0,0,0,1,1,1,90.25,2755.35,0.5959406727019083,1,Yes,53.78,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
1,0,0,72,1,1,1,1,1,1,0,1,1,107.4,7748.75,0.06632639027102348,0,No,7.12,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,52,1,1,1,0,1,1,0,0,1,91.6,4627.8,0.09544247584689788,0,No,8.74,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,68,1,1,1,1,1,0,0,1,1,102.1,7149.35,0.12085443330064968,0,No,12.34,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,11,1,1,0,0,0,0,0,0,1,74.35,834.2,0.7555811110385278,1,Yes,56.18,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,65,1,0,0,0,0,0,0,0,0,19.9,1292.6,0.0009457516367316656,0,No,0.02,0,Correct,Two Year,No,Mailed Check,Low Risk,0
0,1,0,64,1,0,0,0,0,0,0,0,0,19.45,1225.65,0.008927269175377369,0,No,0.17,0,Correct,Two Year,No,Credit Card (Auto),Low Risk,0
1,0,0,15,1,0,0,0,0,0,1,1,1,91.5,1400.3,0.8477973758094128,1,Yes,77.57,0,Wrong,One Year,Fiber optic,Electronic Check,High Risk,2
0,0,0,35,1,0,0,0,0,0,0,0,0,21.1,741.0,0.029593778945009114,0,No,0.62,0,Correct,One Year,No,Mailed Check,Low Risk,0
0,1,1,34,1,1,0,0,1,0,1,1,0,77.2,2753.8,0.14516819655322374,0,No,11.21,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,72,1,1,1,1,1,1,1,1,1,114.0,8093.15,0.03449609205503241,0,No,3.93,0,Correct,Two Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,11,1,0,0,0,1,0,1,0,1,59.65,683.25,0.3044910692095686,0,No,18.16,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,1,1,0,1,1,0,0,0,0,1,54.9,54.9,0.7132497119595513,1,Yes,39.16,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,0,31,1,0,0,0,1,1,0,1,1,66.4,2019.8,0.1625829921851803,0,No,10.8,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,2,1,0,0,0,0,0,0,1,0,80.55,184.1,0.8539609294689448,1,Yes,68.79,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,37,0,0,1,0,1,1,0,0,1,40.2,1525.35,0.18425221759597166,0,No,7.41,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,0,0,1,1,1,0,0,0,0,0,0,1,77.15,77.15,0.9431560495395178,1,Yes,72.76,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
0,1,1,66,1,0,1,1,1,1,0,0,0,65.85,4097.05,0.026210628118938827,0,No,1.73,0,Correct,Two Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,0.1500269213096299,0,No,2.9,0,Correct,One Year,No,Credit Card (Auto),Low Risk,0
0,1,1,41,0,0,1,0,1,0,0,0,0,35.4,1412.4,0.12213797278052682,0,No,4.32,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,0,42,1,1,0,0,1,1,0,0,1,85.9,3729.75,0.39093355192979456,0,No,33.58,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
1,0,0,45,1,1,1,0,0,1,0,1,1,70.05,3062.45,0.3176841681446368,0,No,22.25,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
1,1,0,60,1,1,0,1,0,0,0,1,0,89.45,5294.6,0.45719271259693817,0,No,40.9,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,72,1,1,0,0,0,0,0,1,1,84.5,6130.85,0.1211411859826365,0,No,10.24,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,8,1,1,0,0,0,0,0,0,1,75.75,606.25,0.8210937545494155,1,Yes,62.2,1,Correct,One Year,Fiber optic,Electronic Check,High Risk,2
1,0,0,65,1,0,0,1,1,0,1,1,1,99.1,6496.15,0.46985982803768506,0,No,46.56,0,Correct,One Year,Fiber optic,Credit Card (Auto),Medium Risk,1
0,0,0,65,1,1,1,0,0,1,0,1,0,93.55,6069.25,0.22092535464500151,0,No,20.67,0,Correct,One Year,Fiber optic,Electronic Check,Low Risk,0
0,1,1,59,1,1,0,0,1,1,1,0,1,72.1,4194.85,0.03169486401145334,0,No,2.29,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
1,0,0,44,1,0,0,1,1,0,0,1,0,89.15,3990.75,0.2363114370063888,0,No,21.07,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,63,1,1,1,1,1,1,0,0,0,68.8,4111.35,0.04371131050772432,0,No,3.01,0,Correct,One Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,0,0,22,1,0,0,0,0,0,1,1,0,89.25,1907.85,0.637307473814311,1,Yes,56.88,1,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,7,0,0,1,0,0,1,0,0,1,34.5,279.25,0.36303104448668416,0,No,12.52,1,Wrong,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,0,0,24,1,0,0,0,1,0,0,0,1,49.7,1167.8,0.28336798135167307,0,No,14.08,0,Correct,One Year,Fiber optic,Mailed Check,Low Risk,0
0,0,0,48,0,0,1,1,0,0,1,0,1,44.8,2104.55,0.47354776601821397,0,No,21.21,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,70,0,0,1,0,1,1,1,1,0,59.5,4144.8,0.01524197818387671,0,No,0.91,0,Correct,Two Year,Fiber optic,Credit Card (Auto),Low Risk,0
0,1,1,39,1,1,0,0,1,0,1,1,0,100.0,3835.55,0.41127051450107416,0,No,41.13,0,Correct,One Year,Fiber optic,Electronic Check,Medium Risk,1
0,1,1,14,1,0,0,0,0,0,0,0,1,19.7,263.65,0.02212383433641423,0,No,0.44,0,Correct,Two Year,No,Mailed Check,Low Risk,0
